gen,best,avg,worst,feasible,mutationRate,diversityIndex,p95Transit,p95Wait,p95Cost,maxHopsRef
23,0.8832253849650318,0.8832253849650316,0.8832253849650318,1.0,0.135,0.0,1315.75,1368.0,1035.2375000000002,8
24,0.8832253849650318,0.8832253849650316,0.8832253849650318,1.0,0.135,0.0,1315.75,1368.0,1035.2375000000002,8
25,0.8832253849650318,3.4487885231205517,39.34961225067859,1.0,0.135,0.16424921383647798,1315.75,1368.0,1035.2375000000002,8
1,3.695584382421507,20.394851609106343,92.96715635354745,1.0,0.06,0.3099777253668777,1315.75,1368.0,1035.2375000000002,8
2,2.8800598716930517,9.665901832016008,55.84648915785036,1.0,0.06,0.33916666666666306,1315.75,1368.0,1035.2375000000002,8
3,2.8800598716930517,5.2646619189048005,36.169440101141994,1.0,0.041999999999999996,0.16595911949686235,1315.75,1368.0,1035.2375000000002,8
4,2.8800598716930517,4.086160958857741,17.12780777290893,1.0,0.041999999999999996,0.20086477987421508,1315.75,1368.0,1035.2375000000002,8
5,2.8800598716930517,3.820395963758441,4.057821925603252,1.0,0.041999999999999996,0.48930817610062893,1315.75,1368.0,1035.2375000000002,8
6,2.8800598716930517,3.620591755151159,4.057821925603252,1.0,0.041999999999999996,0.6677279874213836,1315.75,1368.0,1035.2375000000002,8
7,2.8800598716930517,3.3642590130433256,4.057821925603252,1.0,0.041999999999999996,0.6828616352201258,1315.75,1368.0,1035.2375000000002,8
8,2.8800598716930517,3.1332859460149547,4.057821925603252,1.0,0.041999999999999996,0.5047955974842767,1315.75,1368.0,1035.2375000000002,8
9,2.8800598716930517,2.9601704065761023,3.695584382421507,1.0,0.041999999999999996,0.21202830188679245,1315.75,1368.0,1035.2375000000002,8
